URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://smart.who.int/base/ValueSet/CDHIv1,1.0.0,active,,CDHIv1,Classification of Digital Health Interventions v1,"Value Set for Classification of Digital Health Interventions v1. Autogenerated from DAK artifacts",,"Internal"
http://smart.who.int/base/ValueSet/CDHIv1.1,1.0.0,active,,CDHIv1.1,Digital Health Interventions for Clients,"Digital Health Interventions whose primary user group is Clients (persons using health services). Group 1 of the Classification of Digital Health Interventions v1 (2018).",,"Internal"
http://smart.who.int/base/ValueSet/CDHIv1.2,1.0.0,active,,CDHIv1.2,Digital Health Interventions for Health Workers,"Digital Health Interventions whose primary user group is Health Workers. Group 2 of the Classification of Digital Health Interventions v1 (2018).",,"Internal"
http://smart.who.int/base/ValueSet/CDHIv1.3,1.0.0,active,,CDHIv1.3,Digital Health Interventions for Health System Managers,"Digital Health Interventions whose primary user group is Health System Managers. Group 3 of the Classification of Digital Health Interventions v1 (2018).",,"Internal"
http://smart.who.int/base/ValueSet/CDHIv1.4,1.0.0,active,,CDHIv1.4,Digital Health Interventions: Data Services,"Crosscutting Data Services DHIs. Group 4 of the Classification of Digital Health Interventions v1 (2018).",,"Internal"
http://smart.who.int/base/ValueSet/CDHIv2,1.0.0,active,,CDHIv2,Classification of Digital Health Interventions v2,"Value Set for the Classification of Digital Interventions, Services and Applications in Health (CDISAH), second edition (2023).",,"Internal"
http://smart.who.int/base/ValueSet/CDHIv2.1,1.0.0,active,,CDHIv2.1,Digital Health Interventions for Persons,"Digital Health Interventions whose primary user group is Persons (health service users). Group 1 of the Classification of Digital Interventions, Services and Applications in Health v2 (CDISAH, 2023).",,"Internal"
http://smart.who.int/base/ValueSet/CDHIv2.2,1.0.0,active,,CDHIv2.2,Digital Health Interventions for Healthcare Providers,"Digital Health Interventions whose primary user group is Healthcare Providers. Group 2 of the Classification of Digital Interventions, Services and Applications in Health v2 (CDISAH, 2023).",,"Internal"
http://smart.who.int/base/ValueSet/CDHIv2.3,1.0.0,active,,CDHIv2.3,Digital Health Interventions for Health Management and Support Personnel,"Digital Health Interventions whose primary user group is Health Management and Support Personnel. Group 3 of the Classification of Digital Interventions, Services and Applications in Health v2 (CDISAH, 2023).",,"Internal"
http://smart.who.int/base/ValueSet/CDHIv2.4,1.0.0,active,,CDHIv2.4,Digital Health Interventions: Data Services,"Crosscutting Data Services DHIs. Group 4 of the Classification of Digital Interventions, Services and Applications in Health v2 (CDISAH, 2023).",,"Internal"
http://smart.who.int/base/ValueSet/CDSCv1,1.0.0,active,,CDSCv1,Health System Challenges,"Value set for Health System Challenges (Classification of Digital Health System Categories v1, 2018). Includes all 25 system category codes (A–Y).",,"Internal"
http://smart.who.int/base/ValueSet/CDSCv2,1.0.0,active,,CDSCv2,Services and Application Types,"Value set for Services and Application Types (Classification of Digital Health Services and Application Types v2, CDISAH 2023). Includes all codes across the five architecture groups (A–E).",,"Internal"
http://smart.who.int/base/ValueSet/CDSCv2.A,1.0.0,active,,CDSCv2.A,Services and Application Types: Point of Service,"Systems that facilitate the provision and delivery of healthcare services to persons at the point of care. Group A of the Classification of Digital Health Services and Application Types v2 (CDISAH, 2023).",,"Internal"
http://smart.who.int/base/ValueSet/CDSCv2.B,1.0.0,active,,CDSCv2.B,Services and Application Types: Health System/Provider Administration,"Systems that support the administrative and managerial functions of health systems and healthcare organisations. Group B of the Classification of Digital Health Services and Application Types v2 (CDISAH, 2023).",,"Internal"
http://smart.who.int/base/ValueSet/CDSCv2.C,1.0.0,active,,CDSCv2.C,Services and Application Types: Registries and Directories,"Systems that create, maintain, and provide authoritative master records for persons, providers, facilities, products and health events. Group C of the Classification of Digital Health Services and Application Types v2 (CDISAH, 2023).",,"Internal"
